x,y,color
19,69,yellow
22,43,yellow
62,51,yellow
28,91,yellow
79,77,black
90,69,yellow
85,68,yellow
48,19,black
53,97,yellow
97,33,yellow
81,7,yellow
98,15,yellow
60,28,black
18,53,yellow
35,11,yellow
9,12,yellow
5,45,yellow
36,88,black
92,67,yellow
17,22,yellow
20,77,yellow
64,32,black
32,79,black
22,38,black
9,83,yellow
55,52,yellow
20,89,yellow
39,97,yellow
37,72,yellow
55,50,yellow
77,82,black
19,83,yellow
5,94,yellow
22,70,yellow
98,40,yellow
55,26,black
21,79,black
36,29,black
62,91,yellow
20,45,yellow
18,26,yellow
61,8,yellow
69,17,black
23,63,yellow
76,94,yellow
87,74,yellow
72,77,black
54,43,yellow
59,2,yellow
50,23,black
68,44,yellow
57,36,black
68,53,yellow
83,35,yellow
57,78,yellow
78,70,yellow
97,25,yellow
18,51,yellow
34,72,black
60,60,yellow
17,89,yellow
51,94,yellow
33,63,yellow
66,20,black
61,34,black
88,24,yellow
47,78,yellow
0,32,yellow
9,64,yellow
42,22,black
94,60,yellow
18,62,yellow
8,91,yellow
21,14,yellow
52,63,yellow
19,14,yellow
85,97,yellow
68,32,black
12,63,yellow
42,23,black
42,94,yellow
74,76,black
34,38,black
53,68,yellow
68,92,yellow
87,59,yellow
12,55,yellow
39,89,yellow
67,25,black
24,91,yellow
57,60,yellow
77,38,black
11,99,yellow
61,37,black
42,17,black
59,54,yellow
7,76,yellow
24,73,black
83,47,yellow
38,17,black
75,63,yellow
71,99,yellow
21,70,yellow
31,95,yellow
2,76,yellow
35,99,yellow
55,55,yellow
71,69,yellow
2,13,yellow
16,0,yellow
99,96,yellow
90,27,yellow
51,78,yellow
5,37,yellow
20,35,black
5,43,yellow
10,94,yellow
28,12,yellow
40,98,yellow
53,4,yellow
31,46,yellow
51,91,yellow
34,5,yellow
14,54,yellow
96,91,yellow
29,17,black
72,9,yellow
51,69,yellow
91,64,yellow
20,75,yellow
0,17,yellow
4,60,yellow
85,40,yellow
98,81,yellow
41,19,black
11,20,yellow
94,8,yellow
18,92,yellow
31,99,yellow
66,60,yellow
76,82,black
54,0,yellow
70,98,yellow
4,91,yellow
85,78,yellow
83,69,yellow
11,42,yellow
73,17,yellow
91,19,yellow
64,37,black
88,48,yellow
42,49,yellow
98,54,yellow
68,43,yellow
39,90,yellow
51,77,yellow
3,86,yellow
81,80,yellow
98,13,yellow
65,38,black
87,5,yellow
92,79,yellow
55,46,yellow
59,13,black
29,35,black
80,20,yellow
30,81,black
60,18,black
88,85,yellow
35,41,yellow
12,67,yellow
78,46,yellow
13,29,yellow
51,19,black
78,63,yellow
3,40,yellow
82,66,yellow
92,42,yellow
82,24,yellow
57,25,black
56,69,yellow
40,12,black
93,52,yellow
27,15,yellow
2,51,yellow
70,77,black
69,92,yellow
82,22,yellow
58,31,black
28,42,yellow
52,64,yellow
95,17,yellow
13,67,yellow
13,63,yellow
25,41,yellow
80,45,yellow
86,35,yellow
31,97,yellow
37,29,black
83,17,yellow
77,70,yellow
30,7,yellow
50,57,yellow
21,11,yellow
12,97,yellow
33,62,yellow
22,41,yellow
90,54,yellow
80,51,yellow
6,7,yellow
34,19,black
71,8,yellow
58,80,yellow
77,76,black
10,92,yellow
84,85,yellow
66,36,black
1,20,yellow
5,82,yellow
40,52,yellow
21,42,yellow
44,89,yellow
3,50,yellow
73,24,black
58,42,yellow
96,38,yellow
84,97,yellow
32,23,black
94,11,yellow
35,12,yellow
76,67,yellow
1,83,yellow
0,87,yellow
11,51,yellow
67,16,black
88,14,yellow
46,56,yellow
13,35,yellow
11,9,yellow
14,97,yellow
87,21,yellow
31,94,yellow
33,66,yellow
17,55,yellow
7,81,yellow
91,13,yellow
82,95,yellow
94,32,yellow
82,83,yellow
41,70,yellow
85,71,yellow
99,44,yellow
65,17,black
25,82,black
68,45,yellow
33,77,black
23,64,yellow
47,21,black
14,10,yellow
75,23,black
54,85,yellow
11,54,yellow
95,20,yellow
59,74,yellow
13,17,yellow
78,9,yellow
96,3,yellow
86,37,yellow
52,98,yellow
90,78,yellow
52,26,black
38,52,yellow
66,21,black
15,21,yellow
82,58,yellow
38,84,black
31,26,black
95,37,yellow
17,68,yellow
5,11,yellow
41,18,black
88,60,yellow
21,59,yellow
11,25,yellow
86,32,yellow
1,33,yellow
13,78,yellow
51,6,yellow
81,39,black
74,75,black
75,48,yellow
37,88,yellow
65,80,black
57,93,yellow
23,20,yellow
26,75,black
59,82,yellow
90,61,yellow
9,3,yellow
80,60,yellow
12,98,yellow
34,54,yellow
13,91,yellow
31,41,yellow
27,20,black
46,75,yellow
94,45,yellow
12,7,yellow
4,59,yellow
92,25,yellow
23,37,black
56,84,yellow
58,29,black
57,91,yellow
81,78,yellow
51,87,yellow
44,1,yellow
26,58,yellow
81,42,yellow
59,55,yellow
83,94,yellow
21,83,black
95,82,yellow
27,98,yellow
89,73,yellow
96,47,yellow
85,88,yellow
40,11,black
33,69,yellow
27,83,black
29,6,yellow
89,89,yellow
42,60,yellow
23,95,yellow
94,10,yellow
91,41,yellow
59,19,black
8,21,yellow
9,81,yellow
87,9,yellow
5,34,yellow
94,2,yellow
70,45,yellow
9,96,yellow
82,75,yellow
80,49,yellow
84,75,yellow
11,57,yellow
6,99,yellow
87,92,yellow
77,39,black
37,62,yellow
6,21,yellow
97,85,yellow
33,57,yellow
7,72,yellow
18,41,yellow
85,35,yellow
98,58,yellow
29,89,black
14,83,yellow
80,50,yellow
86,40,yellow
18,8,yellow
97,20,yellow
39,8,yellow
56,94,yellow
5,53,yellow
61,10,yellow
94,26,yellow
34,83,black
33,81,black
80,62,yellow
14,42,yellow
86,67,yellow
22,3,yellow
51,68,yellow
57,65,yellow
93,89,yellow
7,52,yellow
25,40,yellow
67,15,black
89,87,yellow
57,96,yellow
4,42,yellow
26,46,yellow
24,80,black
11,17,yellow
46,77,yellow
66,81,black
10,52,yellow
12,26,yellow
67,41,yellow
54,96,yellow
89,58,yellow
99,91,yellow
19,47,yellow
36,26,black
35,73,black
20,54,yellow
5,4,yellow
88,13,yellow
56,43,yellow
55,60,yellow
66,7,yellow
58,62,yellow
41,21,black
51,79,yellow
89,39,yellow
65,57,yellow
67,69,yellow
64,63,yellow
16,9,yellow
58,52,yellow
20,68,yellow
35,20,black
31,47,yellow
70,95,yellow
43,36,black
86,13,yellow
33,11,yellow
31,56,yellow
25,68,yellow
81,89,yellow
11,79,yellow
94,46,yellow
65,4,yellow
82,23,yellow
39,16,black
48,71,yellow
0,53,yellow
42,95,yellow
69,96,yellow
97,49,yellow
72,40,yellow
46,99,yellow
46,71,yellow
94,87,yellow
68,55,yellow
70,40,yellow
85,67,yellow
55,76,yellow
94,82,yellow
5,19,yellow
37,69,yellow
7,66,yellow
54,71,yellow
8,92,yellow
69,95,yellow
9,75,yellow
50,95,yellow
57,46,yellow
35,66,yellow
36,16,black
29,40,yellow
60,50,yellow
71,63,yellow
26,92,yellow
47,13,black
23,1,yellow
99,24,yellow
99,97,yellow
3,3,yellow
48,99,yellow
36,80,black
15,87,yellow
63,92,yellow
88,99,yellow
93,44,yellow
61,5,yellow
44,65,yellow
19,28,yellow
57,17,black
6,46,yellow
9,85,yellow
88,92,yellow
79,41,yellow
58,13,black
26,72,black
74,12,yellow
40,23,black
53,99,yellow
20,56,yellow
19,52,yellow
37,85,black
95,64,yellow
33,41,yellow
57,11,black
2,69,yellow
34,61,yellow
13,4,yellow
97,36,yellow
36,56,yellow
86,42,yellow
83,23,yellow
68,28,black
73,37,black
52,79,yellow
88,84,yellow
90,91,yellow
49,34,black
37,71,yellow
42,97,yellow
78,23,yellow
52,88,yellow
25,79,black
76,57,yellow
21,5,yellow
85,36,yellow
53,95,yellow
35,28,black
88,12,yellow
60,74,yellow
61,95,yellow
34,70,yellow
42,76,yellow
44,66,yellow
42,80,yellow
85,53,yellow
57,68,yellow
42,58,yellow
21,57,yellow
74,65,yellow
43,80,yellow
67,72,black
79,21,yellow
59,53,yellow
19,3,yellow
56,25,black
45,85,yellow
2,93,yellow
11,18,yellow
48,67,yellow
5,7,yellow
28,45,yellow
69,35,black
34,66,yellow
9,99,yellow
99,87,yellow
78,69,yellow
74,40,yellow
94,5,yellow
12,76,yellow
26,87,black
62,7,yellow
48,90,yellow
43,99,yellow
62,65,yellow
28,84,black
21,62,yellow
26,80,black
38,55,yellow
77,45,yellow
62,87,yellow
14,41,yellow
28,51,yellow
67,6,yellow
44,44,yellow
0,37,yellow
99,52,yellow
52,32,black
20,51,yellow
58,44,yellow
24,10,yellow
55,48,yellow
17,75,yellow
20,49,yellow
24,67,yellow
29,93,yellow
7,68,yellow
87,38,yellow
97,61,yellow
71,15,yellow
52,46,yellow
42,46,yellow
9,54,yellow
36,72,black
78,12,yellow
89,42,yellow
11,11,yellow
85,8,yellow
13,66,yellow
86,22,yellow
38,39,black
71,61,yellow
78,84,black
79,6,yellow
2,39,yellow
12,0,yellow
1,62,yellow
40,33,black
80,48,yellow
83,63,yellow
44,81,yellow
14,51,yellow
92,99,yellow
81,19,yellow
29,63,yellow
29,55,yellow
19,27,yellow
3,5,yellow
31,52,yellow
35,75,black
3,34,yellow
39,82,black
89,16,yellow
12,87,yellow
45,63,yellow
95,16,yellow
77,4,yellow
77,43,yellow
8,58,yellow
84,69,yellow
12,89,yellow
9,6,yellow
46,22,black
76,7,yellow
98,33,yellow
77,94,yellow
82,28,yellow
8,64,yellow
84,36,yellow
39,54,yellow
94,64,yellow
70,21,black
11,48,yellow
48,87,yellow
56,2,yellow
38,13,black
55,59,yellow
72,58,yellow
34,84,black
43,49,yellow
93,11,yellow
5,18,yellow
4,22,yellow
76,16,yellow
39,53,yellow
15,84,yellow
93,76,yellow
3,74,yellow
61,88,yellow
29,4,yellow
4,5,yellow
50,10,black
19,65,yellow
38,73,yellow
60,52,yellow
92,55,yellow
59,30,black
82,84,yellow
23,89,yellow
31,74,black
28,85,black
59,49,yellow
82,59,yellow
97,19,yellow
69,76,black
22,93,yellow
63,25,black
95,35,yellow
66,4,yellow
26,83,black
44,70,yellow
8,40,yellow
12,31,yellow
35,36,black
94,34,yellow
75,17,yellow
72,5,yellow
52,56,yellow
41,61,yellow
97,28,yellow
73,22,black
75,91,yellow
32,56,yellow
55,22,black
28,15,yellow
39,68,yellow
57,29,black
30,11,yellow
73,73,black
76,78,black
62,15,black
40,21,black
82,42,yellow
10,78,yellow
46,32,black
19,13,yellow
75,50,yellow
54,55,yellow
49,52,yellow
69,94,yellow
67,91,yellow
58,10,black
90,3,yellow
71,39,black
58,32,black
59,16,black
23,3,yellow
11,30,yellow
71,59,yellow
34,52,yellow
58,16,black
40,29,black
39,24,black
54,80,yellow
54,90,yellow
65,5,yellow
7,54,yellow
39,96,yellow
4,41,yellow
20,81,yellow
47,35,black
19,40,yellow
64,27,black
79,33,black
9,21,yellow
31,33,black
50,85,yellow
64,73,black
32,39,black
63,44,yellow
95,8,yellow
79,11,yellow
6,11,yellow
69,55,yellow
44,3,yellow
87,41,yellow
40,85,yellow
76,74,black
58,35,black
20,2,yellow
77,68,yellow
89,76,yellow
40,38,black
64,51,yellow
61,42,yellow
47,56,yellow
16,8,yellow
37,60,yellow
1,97,yellow
52,76,yellow
4,26,yellow
92,59,yellow
67,45,yellow
70,44,yellow
63,97,yellow
30,41,yellow
63,87,black
68,38,black
20,91,yellow
52,0,yellow
44,51,yellow
37,55,yellow
87,27,yellow
37,23,black
57,69,yellow
9,10,yellow
14,36,yellow
61,52,yellow
82,6,yellow
53,21,black
36,85,black
7,98,yellow
76,23,black
97,54,yellow
42,81,yellow
10,23,yellow
40,95,yellow
41,9,yellow
94,65,yellow
14,3,yellow
49,36,black
81,56,yellow
3,42,yellow
55,4,yellow
53,33,black
16,73,yellow
36,23,black
51,2,yellow
39,12,black
64,67,yellow
81,49,yellow
41,27,black
36,32,black
5,69,yellow
89,66,yellow
3,64,yellow
66,28,black
8,90,yellow
45,94,yellow
57,32,black
98,43,yellow
74,5,yellow
7,64,yellow
42,53,yellow
83,70,yellow
77,64,yellow
45,44,yellow
5,6,yellow
43,68,yellow
57,56,yellow
23,15,yellow
86,90,yellow
64,77,black
70,22,black
43,98,yellow
94,38,yellow
28,83,black
84,0,yellow
29,19,black
42,92,yellow
43,24,black
50,70,yellow
33,17,black
45,38,black
5,50,yellow
29,67,yellow
0,62,yellow
46,59,yellow
59,59,yellow
45,81,yellow
43,52,yellow
51,72,yellow
64,18,black
28,23,black
22,8,yellow
8,71,yellow
92,40,yellow
50,17,black
51,96,yellow
56,72,yellow
26,51,yellow
67,92,yellow
27,66,yellow
47,82,yellow
49,18,black
86,19,yellow
45,58,yellow
85,86,yellow
36,84,black
90,56,yellow
47,89,yellow
99,49,yellow
41,98,yellow
42,57,yellow
94,90,yellow
79,79,black
56,17,black
72,32,black
1,37,yellow
92,45,yellow
86,91,yellow
27,73,black
90,42,yellow
74,63,yellow
94,73,yellow
91,70,yellow
19,62,yellow
35,57,yellow
51,50,yellow
85,55,yellow
51,34,black
49,87,yellow
44,83,yellow
5,40,yellow
0,50,yellow
17,87,yellow
48,66,yellow
17,53,yellow
30,0,yellow
33,95,yellow
32,51,yellow
94,85,yellow
50,75,yellow
27,27,black
33,48,yellow
58,50,yellow
3,4,yellow
55,47,yellow
41,92,yellow
79,50,yellow
25,54,yellow
95,76,yellow
9,16,yellow
0,67,yellow
90,96,yellow
35,39,black
85,76,yellow
42,42,yellow
53,88,yellow
49,25,black
29,74,black
58,61,yellow
5,36,yellow
51,58,yellow
49,28,black
94,84,yellow
21,51,yellow
97,82,yellow
30,9,yellow
73,42,yellow
19,5,yellow
29,75,black
51,74,yellow
91,96,yellow
14,11,yellow
43,34,black
84,33,yellow
99,5,yellow
89,74,yellow
13,82,yellow
9,89,yellow
27,38,black
63,90,yellow
88,44,yellow
93,29,yellow
83,16,yellow
28,7,yellow
22,7,yellow
7,44,yellow
4,72,yellow
12,68,yellow
6,74,yellow
83,81,yellow
60,75,yellow
24,8,yellow
65,37,black
65,56,yellow
15,8,yellow
41,63,yellow
75,60,yellow
8,1,yellow
53,42,yellow
11,83,yellow
28,57,yellow
99,92,yellow
78,59,yellow
13,22,yellow
43,45,yellow
79,97,yellow
34,56,yellow
78,64,yellow
18,52,yellow
99,12,yellow
95,60,yellow
91,9,yellow
32,49,yellow
29,23,black
52,62,yellow
80,78,yellow
0,54,yellow
1,21,yellow
22,14,yellow
73,96,yellow
34,23,black
36,49,yellow
14,85,yellow
26,52,yellow
2,53,yellow
51,59,yellow
89,50,yellow
55,89,yellow
90,75,yellow
22,27,black
1,93,yellow
80,92,yellow
17,31,yellow
33,80,black
68,93,yellow
91,26,yellow
76,86,black
79,94,yellow
85,41,yellow
58,90,yellow
96,13,yellow
59,32,black
31,89,black
91,25,yellow
74,15,yellow
26,43,yellow
37,58,yellow
18,47,yellow
26,88,black
59,63,yellow
45,78,yellow
51,27,black
83,75,yellow
94,86,yellow
84,27,yellow
19,33,yellow
72,41,yellow
27,71,black
60,48,yellow
80,83,yellow
3,29,yellow
44,80,yellow
47,37,black
98,20,yellow
90,31,yellow
23,44,yellow
78,90,yellow
0,22,yellow
69,44,yellow
17,74,yellow
26,7,yellow
30,43,yellow
86,66,yellow
16,95,yellow
85,37,yellow
93,87,yellow
8,94,yellow
20,5,yellow
35,56,yellow
61,19,black
13,50,yellow
17,66,yellow
34,28,black
1,44,yellow
18,37,yellow
64,20,black
75,9,yellow
82,63,yellow
64,59,yellow
59,31,black
23,32,black
13,51,yellow
6,60,yellow
52,7,yellow
62,38,black
2,68,yellow
74,14,yellow
7,17,yellow
75,22,black
76,28,black
92,54,yellow
8,44,yellow
44,58,yellow
27,6,yellow
58,95,yellow
75,52,yellow
72,10,yellow
11,65,yellow
66,82,black
78,35,black
12,45,yellow
58,4,yellow
18,58,yellow
70,88,black
49,11,black
1,34,yellow
22,65,yellow
95,89,yellow
72,12,yellow
96,23,yellow
86,93,yellow
30,49,yellow
75,64,yellow
27,47,yellow
95,98,yellow
6,63,yellow
8,84,yellow
89,12,yellow
14,30,yellow
58,6,yellow
5,28,yellow
18,38,yellow
38,12,black
91,77,yellow
31,29,black
11,78,yellow
0,97,yellow
53,72,yellow
57,13,black
86,3,yellow
6,41,yellow
61,71,yellow
40,67,yellow
47,65,yellow
80,11,yellow
64,39,black
39,28,black
26,56,yellow
19,71,yellow
72,91,yellow
18,22,yellow
94,30,yellow
60,9,yellow
9,41,yellow
85,30,yellow
60,44,yellow
83,40,yellow
95,84,yellow
27,95,yellow
46,30,black
13,8,yellow
25,52,yellow
86,9,yellow
29,47,yellow
8,47,yellow
44,30,black
73,90,yellow
72,84,black
99,30,yellow
84,16,yellow
73,39,black
43,47,yellow
67,54,yellow
2,57,yellow
5,25,yellow
26,38,black
81,53,yellow
27,61,yellow
79,44,yellow
61,9,yellow
54,13,black
45,67,yellow
83,28,yellow
62,61,yellow
66,87,black
69,72,black
53,1,yellow
70,0,yellow
60,1,yellow
42,66,yellow
70,84,black
31,17,black
44,34,black
46,35,black
22,34,black
83,26,yellow
90,21,yellow
97,42,yellow
21,21,yellow
92,11,yellow
99,33,yellow
51,0,yellow
67,40,yellow
38,76,black
33,89,black
40,57,yellow
62,49,yellow
62,27,black
20,85,yellow
80,64,yellow
64,28,black
37,27,black
42,44,yellow
27,13,yellow
16,32,yellow
81,41,yellow
91,83,yellow
89,54,yellow
96,99,yellow
41,20,black
26,60,yellow
54,70,yellow
75,34,black
29,8,yellow
33,94,yellow
18,6,yellow
32,97,yellow
84,79,yellow
75,30,black
25,23,black
38,34,black
28,39,black
15,35,yellow
35,72,black
69,45,yellow
43,31,black
11,14,yellow
77,3,yellow
67,93,yellow
93,69,yellow
84,9,yellow
49,20,black
30,27,black
59,88,yellow
46,4,yellow
13,76,yellow
86,39,yellow
70,63,yellow
7,86,yellow
32,74,black
9,34,yellow
75,67,yellow
6,65,yellow
14,98,yellow
16,12,yellow
86,89,yellow
80,80,black
53,39,black
58,33,black
80,43,yellow
78,58,yellow
71,56,yellow
91,58,yellow
0,4,yellow
15,40,yellow
52,45,yellow
58,19,black
37,59,yellow
0,30,yellow
67,33,black
10,14,yellow
84,81,yellow
24,56,yellow
13,72,yellow
69,4,yellow
12,75,yellow
60,19,black
47,59,yellow
33,9,yellow
71,95,yellow
37,64,yellow
2,22,yellow
57,66,yellow
32,12,yellow
26,62,yellow
99,14,yellow
92,94,yellow
64,21,black
18,25,yellow
38,90,yellow
66,9,yellow
85,51,yellow
89,88,yellow
16,70,yellow
25,72,black
74,43,yellow
36,76,black
77,85,black
31,35,black
79,24,yellow
18,40,yellow
35,29,black
2,33,yellow
36,0,yellow
63,18,black
61,50,yellow
67,34,black
6,69,yellow
21,60,yellow
12,11,yellow
67,0,yellow
8,87,yellow
85,33,yellow
90,1,yellow
31,1,yellow
9,22,yellow
8,33,yellow
33,46,yellow
82,54,yellow
17,33,yellow
37,1,yellow
75,73,black
45,47,yellow
36,11,yellow
70,99,yellow
58,63,yellow
55,19,black
79,14,yellow
94,92,yellow
42,73,yellow
65,3,yellow
16,91,yellow
88,88,yellow
20,27,yellow
37,40,yellow
31,91,yellow
82,49,yellow
78,25,yellow
20,33,black
87,26,yellow
58,77,yellow
49,67,yellow
12,4,yellow
89,20,yellow
18,27,yellow
72,70,yellow
25,16,yellow
6,27,yellow
17,59,yellow
3,60,yellow
19,95,yellow
63,62,yellow
87,12,yellow
72,49,yellow
38,80,black
18,9,yellow
85,59,yellow
19,4,yellow
72,50,yellow
4,80,yellow
89,46,yellow
9,88,yellow
90,65,yellow
95,94,yellow
96,26,yellow
92,80,yellow
95,40,yellow
66,97,yellow
53,48,yellow
87,61,yellow
10,8,yellow
90,73,yellow
55,18,black
72,35,black
44,23,black
18,76,yellow
94,80,yellow
12,84,yellow
5,22,yellow
70,23,black
13,57,yellow
47,64,yellow
11,74,yellow
40,19,black
70,2,yellow
72,0,yellow
40,28,black
24,41,yellow
50,42,yellow
35,30,black
38,30,black
36,37,black
42,24,black
43,46,yellow
40,39,black
22,74,black
3,43,yellow
68,51,yellow
3,39,yellow
18,31,yellow
15,36,yellow
6,96,yellow
31,38,black
39,73,yellow
27,72,black
60,6,yellow
88,27,yellow
75,84,black
41,1,yellow
88,65,yellow
98,85,yellow
51,26,black
84,31,yellow
73,83,black
53,14,black
27,85,black
1,43,yellow
49,4,yellow
55,20,black
32,61,yellow
25,69,yellow
48,23,black
92,86,yellow
92,92,yellow
40,53,yellow
36,27,black
12,5,yellow
49,16,black
62,63,yellow
22,83,black
96,79,yellow
23,21,yellow
97,89,yellow
76,0,yellow
80,0,yellow
76,52,yellow
47,77,yellow
31,87,black
64,7,yellow
56,12,black
93,2,yellow
70,75,black
96,2,yellow
55,25,black
2,48,yellow
4,75,yellow
64,16,black
0,41,yellow
50,78,yellow
15,51,yellow
64,15,black
26,47,yellow
43,14,black
42,40,yellow
93,66,yellow
57,14,black
61,63,yellow
88,69,yellow
3,67,yellow
67,98,yellow
64,84,black
32,46,yellow
38,78,black
83,72,yellow
77,93,yellow
72,99,yellow
29,54,yellow
34,46,yellow
90,10,yellow
63,22,black
70,25,black
23,84,black
54,81,yellow
33,83,black
62,24,black
44,10,black
31,84,black
45,72,yellow
83,12,yellow
75,29,black
45,54,yellow
74,60,yellow
15,4,yellow
44,9,black
30,61,yellow
9,68,yellow
69,16,black
92,81,yellow
79,49,yellow
66,11,yellow
68,72,black
60,93,yellow
78,71,yellow
76,95,yellow
48,58,yellow
95,70,yellow
57,74,yellow
38,23,black
84,91,yellow
51,3,yellow
55,90,yellow
41,89,yellow
60,71,yellow
95,2,yellow
28,46,yellow
5,39,yellow
78,72,yellow
19,81,yellow
51,12,black
85,84,yellow
22,24,yellow
10,22,yellow
33,85,black
77,17,yellow
27,93,yellow
53,45,yellow
22,9,yellow
77,56,yellow
39,51,yellow
60,3,yellow
18,99,yellow
63,1,yellow
40,26,black
88,50,yellow
87,47,yellow
71,73,black
88,45,yellow
20,74,yellow
67,46,yellow
57,44,yellow
17,46,yellow
88,7,yellow
34,45,yellow
23,71,yellow
28,14,yellow
48,26,black
32,78,black
38,6,yellow
0,75,yellow
0,78,yellow
81,62,yellow
52,21,black
77,57,yellow
30,75,black
8,50,yellow
27,35,black
70,17,black
48,37,black
52,15,black
31,72,black
91,63,yellow
94,35,yellow
99,4,yellow
46,70,yellow
21,72,yellow
16,59,yellow
53,67,yellow
44,40,yellow
84,30,yellow
40,92,yellow
9,70,yellow
91,61,yellow
31,3,yellow
86,84,yellow
85,58,yellow
67,70,yellow
2,52,yellow
26,93,yellow
35,23,black
91,65,yellow
31,12,yellow
37,10,yellow
27,40,yellow
21,33,black
21,48,yellow
95,44,yellow
1,18,yellow
90,71,yellow
61,46,yellow
31,85,black
15,61,yellow
70,5,yellow
43,32,black
50,98,yellow
94,41,yellow
43,61,yellow
16,28,yellow
94,47,yellow
78,61,yellow
66,72,black
27,53,yellow
39,78,black
96,51,yellow
3,26,yellow
5,5,yellow
25,74,black
41,3,yellow
84,6,yellow
87,76,yellow
15,18,yellow
28,90,yellow
96,21,yellow
68,12,yellow
93,95,yellow
25,10,yellow
57,30,black
29,33,black
77,30,black
35,90,yellow
78,68,yellow
5,74,yellow
85,60,yellow
6,68,yellow
34,0,yellow
33,16,black
36,33,black
51,61,yellow
30,29,black
86,60,yellow
3,59,yellow
86,70,yellow
87,96,yellow
5,13,yellow
95,15,yellow
19,51,yellow
38,28,black
24,53,yellow
67,64,yellow
87,65,yellow
99,45,yellow
98,3,yellow
25,13,yellow
19,91,yellow
75,37,black
53,35,black
28,97,yellow
37,51,yellow
98,34,yellow
6,66,yellow
45,1,yellow
74,94,yellow
38,93,yellow
59,12,black
90,68,yellow
94,98,yellow
16,11,yellow
56,4,yellow
49,61,yellow
36,83,black
98,75,yellow
34,4,yellow
6,20,yellow
60,12,black
40,82,yellow
62,69,yellow
5,83,yellow
58,28,black
4,32,yellow
7,75,yellow
76,18,yellow
70,93,yellow
84,45,yellow
83,53,yellow
46,27,black
30,79,black
46,29,black
75,75,black
95,97,yellow
60,21,black
43,91,yellow
67,2,yellow
4,35,yellow
29,69,yellow
79,55,yellow
16,33,yellow
43,1,yellow
54,87,yellow
74,62,yellow
6,51,yellow
13,28,yellow
14,18,yellow
62,98,yellow
89,29,yellow
43,50,yellow
93,83,yellow
97,83,yellow
0,47,yellow
65,31,black
36,46,yellow
15,45,yellow
99,11,yellow
96,48,yellow
91,56,yellow
41,31,black
74,53,yellow
91,6,yellow
0,73,yellow
8,22,yellow
19,58,yellow
92,48,yellow
99,40,yellow
54,4,yellow
30,95,yellow
90,16,yellow
29,29,black
53,51,yellow
42,33,black
37,8,yellow
7,18,yellow
27,30,black
79,10,yellow
16,72,yellow
16,76,yellow
92,19,yellow
28,49,yellow
56,55,yellow
84,57,yellow
44,21,black
0,0,yellow
37,74,black
66,8,yellow
11,91,yellow
53,79,yellow
80,65,yellow
44,97,yellow
97,98,yellow
2,46,yellow
22,99,yellow
41,87,yellow
